"id","protein_id","hits_to","query_protein_length","percentage_phage_coat","percentage_encapsulin","enc_perc_fraction","group","clan_phagecoat_percentage","clan_phagecoat_percentage_adjusted","query_genome_length","encapsulin_coverage","mcp_coverage","mcp_percentage","total_aligned","encapsulin_fraction","query_genome_length_kbp"
"YP_009014183.1","YP_009014183.1","Phage_capsid",339,89.68,0,0,"Refseq",89.68,89.68,50844,NA,NA,NA,NA,0,50.844
"YP_655596.1","YP_655596.1","GP44|Phage_capsid",320,89.69,0,0,"Refseq",89.69,89.69,52047,NA,NA,NA,NA,0,52.047
"YP_010061542.1","YP_010061542.1","GP44|Phage_capsid",320,89.69,0,0,"Refseq",89.69,89.69,50346,NA,NA,NA,NA,0,50.346
"YP_009009853.1","YP_009009853.1","GP44|Phage_capsid",321,89.72,0,0,"Refseq",89.72,89.72,53396,NA,NA,NA,NA,0,53.396
"YP_006382935.1","YP_006382935.1","GP44|Phage_capsid",321,89.72,0,0,"Refseq",89.72,89.72,52474,NA,NA,NA,NA,0,52.474
"YP_010062246.1","YP_010062246.1","GP44|Phage_capsid",332,89.76,0,0,"Refseq",89.76,89.76,51509,NA,NA,NA,NA,0,51.509
"YP_009614532.1","YP_009614532.1","GP44|M20_dimer|Phage_capsid",332,89.76,0,0,"Refseq",89.76,89.76,47780,NA,NA,NA,NA,0,47.78
"YP_009607486.1","YP_009607486.1","GP44|Phage_capsid",313,89.78,0,0,"Refseq",89.78,89.78,51094,NA,NA,NA,NA,0,51.094
"YP_008858204.1","YP_008858204.1","Phage_capsid",334,89.82,0,0,"Refseq",89.82,89.82,52390,NA,NA,NA,NA,0,52.39
"YP_009636836.1","YP_009636836.1","Cyclophil_like|Phage_capsid",335,89.85,0,0,"Refseq",89.85,89.85,50486,NA,NA,NA,NA,0,50.486
"YP_009016710.1","YP_009016710.1","Cyclophil_like|Phage_capsid",335,89.85,0,0,"Refseq",89.85,89.85,53597,NA,NA,NA,NA,0,53.597
"YP_009198975.1","YP_009198975.1","Cyclophil_like|Phage_capsid",335,89.85,0,0,"Refseq",89.85,89.85,52643,NA,NA,NA,NA,0,52.643
"YP_009189887.1","YP_009189887.1","Phage_capsid",335,89.85,0,0,"Refseq",89.85,89.85,50515,NA,NA,NA,NA,0,50.515
"YP_009021587.1","YP_009021587.1","Cyclophil_like|Phage_capsid",335,89.85,0,0,"Refseq",89.85,89.85,52136,NA,NA,NA,NA,0,52.136
"YP_008409747.1","YP_008409747.1","Cyclophil_like|Phage_capsid",335,89.85,0,0,"Refseq",89.85,89.85,52102,NA,NA,NA,NA,0,52.102
"YP_009607745.1","YP_009607745.1","Cyclophil_like|Phage_capsid",337,89.91,0,0,"Refseq",89.91,89.91,52298,NA,NA,NA,NA,0,52.298
"YP_001285647.1","YP_001285647.1","GpA_ATPase|Phage_cap_P2|TPM_phosphatase",358,89.94,0,0,"Refseq",89.94,89.94,33985,NA,NA,NA,NA,0,33.985
"YP_009222378.1","YP_009222378.1","Cyclophil_like|Phage_capsid",338,89.94,0,0,"Refseq",89.94,89.94,51492,NA,NA,NA,NA,0,51.492
"YP_008410794.1","YP_008410794.1","Phage_capsid",338,89.94,0,0,"Refseq",89.94,89.94,53588,NA,NA,NA,NA,0,53.588
"YP_010663144.1","YP_010663144.1","Phage_capsid",320,90,0,0,"Refseq",90,90,48948,NA,NA,NA,NA,0,48.948
"YP_009638757.1","YP_009638757.1","GP44|Phage_capsid",311,90.03,0,0,"Refseq",90.03,90.03,50645,NA,NA,NA,NA,0,50.645
"YP_009009994.1","YP_009009994.1","GP44|Phage_capsid",311,90.03,0,0,"Refseq",90.03,90.03,46739,NA,NA,NA,NA,0,46.739
"YP_010061441.1","YP_010061441.1","GP44|Phage_capsid",322,90.06,0,0,"Refseq",90.06,90.06,53277,NA,NA,NA,NA,0,53.277
"YP_009638844.1","YP_009638844.1","GP44|Phage_capsid",312,90.06,0,0,"Refseq",90.06,90.06,51235,NA,NA,NA,NA,0,51.235
"YP_010062403.1","YP_010062403.1","Bdbt-like_TPR|GP44|Phage_capsid",312,90.06,0,0,"Refseq",90.06,90.06,51591,NA,NA,NA,NA,0,51.591
"YP_010059975.1","YP_010059975.1","GP44|M20_dimer|Phage_capsid",332,90.06,0,0,"Refseq",90.06,90.06,48596,NA,NA,NA,NA,0,48.596
"YP_009883337.1","YP_009883337.1","Phage_cap_P2",340,92.94,0,0,"Fringe",92.94,92.94,30164,NA,NA,NA,NA,0,30.164
"YP_009124932.1","YP_009124932.1","GP44|Phage_capsid",312,90.06,0,0,"Refseq",90.06,90.06,44716,NA,NA,NA,NA,0,44.716
"YP_009637730.1","YP_009637730.1","Phage_capsid",333,90.09,0,0,"Refseq",90.09,90.09,50988,NA,NA,NA,NA,0,50.988
"YP_009012702.1","YP_009012702.1","Phage_capsid",334,90.12,0,0,"Refseq",90.12,90.12,52481,NA,NA,NA,NA,0,52.481
"YP_009637453.1","YP_009637453.1","Phage_capsid",336,90.18,0,0,"Refseq",90.18,90.18,51381,NA,NA,NA,NA,0,51.381
"YP_009286693.1","YP_009286693.1","Phage_capsid",336,90.18,0,0,"Refseq",90.18,90.18,52496,NA,NA,NA,NA,0,52.496
"YP_009210367.1","YP_009210367.1","Phage_capsid",336,90.18,0,0,"Refseq",90.18,90.18,53455,NA,NA,NA,NA,0,53.455
"YP_009882495.1","YP_009882495.1","Phage_cap_P2",352,94.03,0,0,"Fringe",94.03,94.03,18281,NA,NA,NA,NA,0,18.281
"YP_009197594.1","YP_009197594.1","Phage_capsid",336,90.18,0,0,"Refseq",90.18,90.18,51409,NA,NA,NA,NA,0,51.409
"YP_009043801.1","YP_009043801.1","Phage_capsid",336,90.18,0,0,"Refseq",90.18,90.18,50610,NA,NA,NA,NA,0,50.61
"YP_009031203.1","YP_009031203.1","Phage_capsid",336,90.18,0,0,"Refseq",90.18,90.18,51781,NA,NA,NA,NA,0,51.781
"YP_009014005.1","YP_009014005.1","Phage_capsid",336,90.18,0,0,"Refseq",90.18,90.18,51083,NA,NA,NA,NA,0,51.083
"YP_009624533.1","YP_009624533.1","GP44|Phage_capsid",316,90.19,0,0,"Refseq",90.19,90.19,52856,NA,NA,NA,NA,0,52.856
"YP_009596219.1","YP_009596219.1","GP44|Phage_capsid",316,90.19,0,0,"Refseq",90.19,90.19,52738,NA,NA,NA,NA,0,52.738
"YP_009285959.1","YP_009285959.1","GP44|Phage_capsid",316,90.19,0,0,"Refseq",90.19,90.19,52726,NA,NA,NA,NA,0,52.726
"YP_009281629.1","YP_009281629.1","GP44|Phage_capsid",316,90.19,0,0,"Refseq",90.19,90.19,52738,NA,NA,NA,NA,0,52.738
"YP_009269316.1","YP_009269316.1","GP44|Phage_capsid",316,90.19,0,0,"Refseq",90.19,90.19,52924,NA,NA,NA,NA,0,52.924
"YP_009269038.1","YP_009269038.1","GP44|Phage_capsid",316,90.19,0,0,"Refseq",90.19,90.19,52689,NA,NA,NA,NA,0,52.689
"YP_009268939.1","YP_009268939.1","GP44|Phage_capsid",316,90.19,0,0,"Refseq",90.19,90.19,52684,NA,NA,NA,NA,0,52.684
"YP_009205053.1","YP_009205053.1","Phage_capsid",337,90.21,0,0,"Refseq",90.21,90.21,50614,NA,NA,NA,NA,0,50.614
"YP_010064293.1","YP_010064293.1","GP44|Phage_capsid",318,90.25,0,0,"Refseq",90.25,90.25,53598,NA,NA,NA,NA,0,53.598
"YP_010063823.1","YP_010063823.1","GP44|Phage_capsid",318,90.25,0,0,"Refseq",90.25,90.25,53399,NA,NA,NA,NA,0,53.399
"YP_010062051.1","YP_010062051.1","Bdbt-like_TPR|GP44|Phage_capsid",318,90.25,0,0,"Refseq",90.25,90.25,52202,NA,NA,NA,NA,0,52.202
"YP_001994835.1","YP_001994835.1","GP44|Phage_capsid",318,90.25,0,0,"Refseq",90.25,90.25,52892,NA,NA,NA,NA,0,52.892
"YP_010064201.1","YP_010064201.1","GP44|Phage_capsid",318,90.25,0,0,"Refseq",90.25,90.25,53467,NA,NA,NA,NA,0,53.467
"YP_010064108.1","YP_010064108.1","GP44|Phage_capsid",318,90.25,0,0,"Refseq",90.25,90.25,53377,NA,NA,NA,NA,0,53.377
"YP_010063633.1","YP_010063633.1","GP44|Phage_capsid",318,90.25,0,0,"Refseq",90.25,90.25,53001,NA,NA,NA,NA,0,53.001
"YP_010063453.1","YP_010063453.1","GP44|Phage_capsid",318,90.25,0,0,"Refseq",90.25,90.25,53136,NA,NA,NA,NA,0,53.136
"YP_010061804.1","YP_010061804.1","GP44|Phage_capsid",318,90.25,0,0,"Refseq",90.25,90.25,53420,NA,NA,NA,NA,0,53.42
"YP_009304673.1","YP_009304673.1","GP44|Phage_capsid",318,90.25,0,0,"Refseq",90.25,90.25,52129,NA,NA,NA,NA,0,52.129
"YP_009304577.1","YP_009304577.1","GP44|Phage_capsid",318,90.25,0,0,"Refseq",90.25,90.25,52561,NA,NA,NA,NA,0,52.561
"YP_009303472.1","YP_009303472.1","GP44|Phage_capsid",318,90.25,0,0,"Refseq",90.25,90.25,53486,NA,NA,NA,NA,0,53.486
"YP_009221025.1","YP_009221025.1","GP44|Phage_capsid",318,90.25,0,0,"Refseq",90.25,90.25,53184,NA,NA,NA,NA,0,53.184
"YP_009210700.1","YP_009210700.1","GP44|Phage_capsid",318,90.25,0,0,"Refseq",90.25,90.25,52088,NA,NA,NA,NA,0,52.088
"YP_009205391.1","YP_009205391.1","GP44|Phage_capsid",318,90.25,0,0,"Refseq",90.25,90.25,52967,NA,NA,NA,NA,0,52.967
"YP_009203287.1","YP_009203287.1","GP44|Phage_capsid",318,90.25,0,0,"Refseq",90.25,90.25,53042,NA,NA,NA,NA,0,53.042
"YP_009198230.1","YP_009198230.1","GP44|Phage_capsid",318,90.25,0,0,"Refseq",90.25,90.25,52647,NA,NA,NA,NA,0,52.647
"YP_009193643.1","YP_009193643.1","GP44|Phage_capsid",318,90.25,0,0,"Refseq",90.25,90.25,53141,NA,NA,NA,NA,0,53.141
"YP_009101272.1","YP_009101272.1","GP44|Phage_capsid",318,90.25,0,0,"Refseq",90.25,90.25,53332,NA,NA,NA,NA,0,53.332
"YP_009017150.1","YP_009017150.1","GP44|Phage_capsid",318,90.25,0,0,"Refseq",90.25,90.25,53526,NA,NA,NA,NA,0,53.526
"YP_009004465.1","YP_009004465.1","GP44|Phage_capsid",318,90.25,0,0,"Refseq",90.25,90.25,53159,NA,NA,NA,NA,0,53.159
"YP_009009062.1","YP_009009062.1","GP44|Phage_capsid",318,90.25,0,0,"Refseq",90.25,90.25,53124,NA,NA,NA,NA,0,53.124
"YP_009005760.1","YP_009005760.1","GP44|Phage_capsid",318,90.25,0,0,"Refseq",90.25,90.25,52974,NA,NA,NA,NA,0,52.974
"YP_008430764.1","YP_008430764.1","GP44|Phage_capsid",318,90.25,0,0,"Refseq",90.25,90.25,53253,NA,NA,NA,NA,0,53.253
"YP_008409311.1","YP_008409311.1","Bdbt-like_TPR|GP44|Phage_capsid",318,90.25,0,0,"Refseq",90.25,90.25,52519,NA,NA,NA,NA,0,52.519
"YP_007677424.1","YP_007677424.1","GP44|Phage_capsid",318,90.25,0,0,"Refseq",90.25,90.25,53028,NA,NA,NA,NA,0,53.028
"YP_009209054.1","YP_009209054.1","GP44|Phage_capsid",329,90.27,0,0,"Refseq",90.27,90.27,52927,NA,NA,NA,NA,0,52.927
"YP_010663426.1","YP_010663426.1","Phage_capsid",319,90.28,0,0,"Refseq",90.28,90.28,48092,NA,NA,NA,NA,0,48.092
"YP_010663355.1","YP_010663355.1","Phage_capsid",319,90.28,0,0,"Refseq",90.28,90.28,47166,NA,NA,NA,NA,0,47.166
"YP_010663280.1","YP_010663280.1","Phage_capsid",319,90.28,0,0,"Refseq",90.28,90.28,47618,NA,NA,NA,NA,0,47.618
"YP_010663214.1","YP_010663214.1","Phage_capsid",319,90.28,0,0,"Refseq",90.28,90.28,48123,NA,NA,NA,NA,0,48.123
"YP_010663070.1","YP_010663070.1","Phage_capsid",319,90.28,0,0,"Refseq",90.28,90.28,48382,NA,NA,NA,NA,0,48.382
"YP_010662995.1","YP_010662995.1","Phage_capsid",319,90.28,0,0,"Refseq",90.28,90.28,47982,NA,NA,NA,NA,0,47.982
"YP_009635987.1","YP_009635987.1","GP44|Phage_capsid",319,90.28,0,0,"Refseq",90.28,90.28,51339,NA,NA,NA,NA,0,51.339
"YP_009014882.1","YP_009014882.1","GP44|Phage_capsid",319,90.28,0,0,"Refseq",90.28,90.28,53177,NA,NA,NA,NA,0,53.177
"YP_009301839.1","YP_009301839.1","GP44|Phage_capsid",319,90.28,0,0,"Refseq",90.28,90.28,53411,NA,NA,NA,NA,0,53.411
"YP_009214683.1","YP_009214683.1","GP44|Phage_capsid",319,90.28,0,0,"Refseq",90.28,90.28,53219,NA,NA,NA,NA,0,53.219
"YP_009786971.1","YP_009786971.1","Phage_cap_P2",350,90.29,0,0,"Refseq",90.29,90.29,32826,NA,NA,NA,NA,0,32.826
"YP_010063729.1","YP_010063729.1","GP44|Phage_capsid",321,90.34,0,0,"Refseq",90.34,90.34,52618,NA,NA,NA,NA,0,52.618
"YP_010063921.1","YP_010063921.1","GP44|Phage_capsid",321,90.34,0,0,"Refseq",90.34,90.34,53085,NA,NA,NA,NA,0,53.085
"YP_009016002.1","YP_009016002.1","Cyclophil_like|Phage_capsid",332,90.36,0,0,"Refseq",90.36,90.36,53142,NA,NA,NA,NA,0,53.142
"YP_009302422.1","YP_009302422.1","Gp23|YfaZ",197,90.36,0,0,"Refseq",90.36,90.36,221908,NA,NA,NA,NA,0,221.908
"YP_009211726.1","YP_009211726.1","Cyclophil_like|Phage_capsid",332,90.36,0,0,"Refseq",90.36,90.36,51161,NA,NA,NA,NA,0,51.161
"YP_009016282.1","YP_009016282.1","Cyclophil_like|Phage_capsid",332,90.36,0,0,"Refseq",90.36,90.36,53684,NA,NA,NA,NA,0,53.684
"YP_008858555.1","YP_008858555.1","Cyclophil_like|Phage_capsid",332,90.36,0,0,"Refseq",90.36,90.36,52823,NA,NA,NA,NA,0,52.823
"YP_001994747.1","YP_001994747.1","Cyclophil_like|Phage_capsid",332,90.36,0,0,"Refseq",90.36,90.36,51621,NA,NA,NA,NA,0,51.621
"YP_009125389.1","YP_009125389.1","Phage_capsid",322,90.37,0,0,"Refseq",90.37,90.37,63334,NA,NA,NA,NA,0,63.334
"YP_009637545.1","YP_009637545.1","Cyclophil_like|Phage_capsid",333,90.39,0,0,"Refseq",90.39,90.39,53171,NA,NA,NA,NA,0,53.171
"YP_009637265.1","YP_009637265.1","Cyclophil_like|Phage_capsid",333,90.39,0,0,"Refseq",90.39,90.39,51426,NA,NA,NA,NA,0,51.426
"YP_001491666.1","YP_001491666.1","Cyclophil_like|Phage_capsid",333,90.39,0,0,"Refseq",90.39,90.39,52250,NA,NA,NA,NA,0,52.25
"YP_008050782.1","YP_008050782.1","Cyclophil_like|Phage_capsid",333,90.39,0,0,"Refseq",90.39,90.39,52057,NA,NA,NA,NA,0,52.057
"YP_010061055.1","YP_010061055.1","GP44|Phage_capsid",323,90.4,0,0,"Refseq",90.4,90.4,51800,NA,NA,NA,NA,0,51.8
"YP_009638190.1","YP_009638190.1","GP44|Phage_capsid",323,90.4,0,0,"Refseq",90.4,90.4,48963,NA,NA,NA,NA,0,48.963
"DTR_037433","DTR_037433_5","GP7",299,75.17,0,0,"Control",75.17,75.17,14817,NA,NA,NA,NA,0,14.817
"YP_009637823.1","YP_009637823.1","GP44|Phage_capsid",323,90.4,0,0,"Refseq",90.4,90.4,51702,NA,NA,NA,NA,0,51.702
"YP_009635513.1","YP_009635513.1","GP44|Phage_capsid",323,90.4,0,0,"Refseq",90.4,90.4,52213,NA,NA,NA,NA,0,52.213
"YP_010061341.1","YP_010061341.1","GP44|Phage_capsid",323,90.4,0,0,"Refseq",90.4,90.4,52879,NA,NA,NA,NA,0,52.879
"YP_010061243.1","YP_010061243.1","GP44|Phage_capsid",323,90.4,0,0,"Refseq",90.4,90.4,51633,NA,NA,NA,NA,0,51.633
"YP_010061152.1","YP_010061152.1","GP44|Phage_capsid",323,90.4,0,0,"Refseq",90.4,90.4,50341,NA,NA,NA,NA,0,50.341
"YP_009224141.1","YP_009224141.1","GP44|Phage_capsid",323,90.4,0,0,"Refseq",90.4,90.4,52155,NA,NA,NA,NA,0,52.155
"YP_009014507.1","YP_009014507.1","GP44|Phage_capsid",323,90.4,0,0,"Refseq",90.4,90.4,52288,NA,NA,NA,NA,0,52.288
"YP_008859126.1","YP_008859126.1","GP44|Phage_capsid",323,90.4,0,0,"Refseq",90.4,90.4,52122,NA,NA,NA,NA,0,52.122
"YP_008858443.1","YP_008858443.1","GP44|Phage_capsid",323,90.4,0,0,"Refseq",90.4,90.4,52344,NA,NA,NA,NA,0,52.344
"YP_008856789.1","YP_008856789.1","GP44|Phage_capsid",323,90.4,0,0,"Refseq",90.4,90.4,52873,NA,NA,NA,NA,0,52.873
"NP_112699.1","NP_112699.1","Phage_capsid",272,90.44,0,0,"Refseq",90.44,90.44,37667,NA,NA,NA,NA,0,37.667
"YP_009209405.1","YP_009209405.1","Cyclophil_like|Phage_capsid",335,90.45,0,0,"Refseq",90.45,90.45,52530,NA,NA,NA,NA,0,52.53
"YP_010754736.1","YP_010754736.1","Phage_capsid",305,90.49,0,0,"Refseq",90.49,90.49,38341,NA,NA,NA,NA,0,38.341
"YP_009622400.1","YP_009622400.1","GP88|Phage_capsid",318,90.57,0,0,"Refseq",90.57,90.57,45909,NA,NA,NA,NA,0,45.909
"YP_008857877.1","YP_008857877.1","GP44|Phage_capsid",298,90.6,0,0,"Refseq",90.6,90.6,37372,NA,NA,NA,NA,0,37.372
"YP_009635692.1","YP_009635692.1","GP44|Phage_capsid",330,90.61,0,0,"Refseq",90.61,90.61,50864,NA,NA,NA,NA,0,50.864
"YP_009635607.1","YP_009635607.1","GP44|Phage_capsid",330,90.61,0,0,"Refseq",90.61,90.61,50877,NA,NA,NA,NA,0,50.877
"NP_817605.1","NP_817605.1","GP44|Phage_capsid",330,90.61,0,0,"Refseq",90.61,90.61,50913,NA,NA,NA,NA,0,50.913
"YP_010060291.1","YP_010060291.1","GP44|Phage_capsid",330,90.61,0,0,"Refseq",90.61,90.61,50062,NA,NA,NA,NA,0,50.062
"YP_010060058.1","YP_010060058.1","GP44|Phage_capsid",330,90.61,0,0,"Refseq",90.61,90.61,50293,NA,NA,NA,NA,0,50.293
"YP_009219078.1","YP_009219078.1","GP44|Phage_capsid",330,90.61,0,0,"Refseq",90.61,90.61,50854,NA,NA,NA,NA,0,50.854
"YP_009198442.1","YP_009198442.1","GP44|Phage_capsid",330,90.61,0,0,"Refseq",90.61,90.61,50882,NA,NA,NA,NA,0,50.882
"YP_009195115.1","YP_009195115.1","GP44|Phage_capsid",330,90.61,0,0,"Refseq",90.61,90.61,50768,NA,NA,NA,NA,0,50.768
"YP_008126255.1","YP_008126255.1","GP44|Phage_capsid",330,90.61,0,0,"Refseq",90.61,90.61,50679,NA,NA,NA,NA,0,50.679
"YP_010766218.1","YP_010766218.1","Phage_cap_E",352,90.62,0,0,"Refseq",90.62,90.62,97330,NA,NA,NA,NA,0,97.33
"YP_008051783.1","YP_008051783.1","GP44|Phage_capsid",310,90.65,0,0,"Refseq",90.65,90.65,49894,NA,NA,NA,NA,0,49.894
"YP_010062655.1","YP_010062655.1","Bdbt-like_TPR|GP44|Phage_capsid",310,90.97,0,0,"Refseq",90.97,90.97,51679,NA,NA,NA,NA,0,51.679
"YP_009638672.1","YP_009638672.1","Bdbt-like_TPR|GP44|Phage_capsid",310,90.97,0,0,"Refseq",90.97,90.97,51500,NA,NA,NA,NA,0,51.5
"YP_009635428.1","YP_009635428.1","GP44|Phage_capsid",310,90.97,0,0,"Refseq",90.97,90.97,51308,NA,NA,NA,NA,0,51.308
"YP_009018800.1","YP_009018800.1","Bdbt-like_TPR|GP44|Phage_capsid",310,90.97,0,0,"Refseq",90.97,90.97,51813,NA,NA,NA,NA,0,51.813
"YP_003358718.1","YP_003358718.1","GP44|Phage_capsid",310,90.97,0,0,"Refseq",90.97,90.97,51376,NA,NA,NA,NA,0,51.376
"YP_010063269.1","YP_010063269.1","GP44|Phage_capsid",310,90.97,0,0,"Refseq",90.97,90.97,51575,NA,NA,NA,NA,0,51.575
"YP_010063006.1","YP_010063006.1","GP44|Phage_capsid",310,90.97,0,0,"Refseq",90.97,90.97,51483,NA,NA,NA,NA,0,51.483
"YP_010062745.1","YP_010062745.1","Bdbt-like_TPR|GP44|Phage_capsid",310,90.97,0,0,"Refseq",90.97,90.97,51029,NA,NA,NA,NA,0,51.029
"YP_010062488.1","YP_010062488.1","Bdbt-like_TPR|GP44|Phage_capsid",310,90.97,0,0,"Refseq",90.97,90.97,51809,NA,NA,NA,NA,0,51.809
"YP_010063183.1","YP_010063183.1","DUF4330|GP44|Phage_capsid",310,90.97,0,0,"Refseq",90.97,90.97,51257,NA,NA,NA,NA,0,51.257
"YP_010062830.1","YP_010062830.1","Bdbt-like_TPR|GP44|Phage_capsid",310,90.97,0,0,"Refseq",90.97,90.97,51131,NA,NA,NA,NA,0,51.131
"YP_010062580.1","YP_010062580.1","Bdbt-like_TPR|GP44|Phage_capsid",310,90.97,0,0,"Refseq",90.97,90.97,47079,NA,NA,NA,NA,0,47.079
"YP_009190874.1","YP_009190874.1","Bdbt-like_TPR|GP44|Phage_capsid",310,90.97,0,0,"Refseq",90.97,90.97,51637,NA,NA,NA,NA,0,51.637
"YP_010062918.1","YP_010062918.1","GP44|Phage_capsid",310,90.97,0,0,"Refseq",90.97,90.97,51440,NA,NA,NA,NA,0,51.44
"YP_009031875.1","YP_009031875.1","Bdbt-like_TPR|GP44|Phage_capsid",310,90.97,0,0,"Refseq",90.97,90.97,51378,NA,NA,NA,NA,0,51.378
"YP_009014098.1","YP_009014098.1","GP44|Phage_capsid",310,90.97,0,0,"Refseq",90.97,90.97,51308,NA,NA,NA,NA,0,51.308
"YP_009007207.1","YP_009007207.1","Bdbt-like_TPR|GP44|Phage_capsid",310,90.97,0,0,"Refseq",90.97,90.97,51797,NA,NA,NA,NA,0,51.797
"YP_009005854.1","YP_009005854.1","Bdbt-like_TPR|GP44|Phage_capsid",310,90.97,0,0,"Refseq",90.97,90.97,51250,NA,NA,NA,NA,0,51.25
"YP_009005573.1","YP_009005573.1","Bdbt-like_TPR|GP44|Phage_capsid",310,90.97,0,0,"Refseq",90.97,90.97,51236,NA,NA,NA,NA,0,51.236
"YP_010844788.1","YP_010844788.1","DUF2184|Linocin_M18",335,91.04,48.06,52.78998243,"Refseq",91.04,91.04,51548,NA,NA,NA,NA,0.5278998243,51.548
"YP_009637916.1","YP_009637916.1","Phage_capsid",313,91.05,0,0,"Refseq",91.05,91.05,51083,NA,NA,NA,NA,0,51.083
"YP_010060725.1","YP_010060725.1","Phage_capsid",313,91.05,0,0,"Refseq",91.05,91.05,50693,NA,NA,NA,NA,0,50.693
"YP_010060637.1","YP_010060637.1","Phage_capsid",313,91.05,0,0,"Refseq",91.05,91.05,51594,NA,NA,NA,NA,0,51.594
"YP_009207678.1","YP_009207678.1","Phage_capsid",313,91.05,0,0,"Refseq",91.05,91.05,49421,NA,NA,NA,NA,0,49.421
"YP_009198785.1","YP_009198785.1","Phage_capsid",313,91.05,0,0,"Refseq",91.05,91.05,49158,NA,NA,NA,NA,0,49.158
"YP_010109367.1","YP_010109367.1","GP44|Phage_capsid",315,91.11,0,0,"Refseq",91.11,91.11,53702,NA,NA,NA,NA,0,53.702
"YP_010051547.1","YP_010051547.1","Phage_capsid",308,91.23,0,0,"Refseq",91.23,91.23,44739,NA,NA,NA,NA,0,44.739
"YP_010742675.1","YP_010742675.1","Phage_capsid",309,91.26,0,0,"Refseq",91.26,91.26,52629,NA,NA,NA,NA,0,52.629
"YP_010845084.1","YP_010845084.1","DUF2184|Linocin_M18",335,91.34,52.54,57.52134881,"Refseq",91.34,91.34,53998,NA,NA,NA,NA,0.5752134881,53.998
"YP_010845001.1","YP_010845001.1","DUF2184|Linocin_M18",335,91.34,52.24,57.19290563,"Refseq",91.34,91.34,53673,NA,NA,NA,NA,0.5719290563,53.673
"YP_010844887.1","YP_010844887.1","DUF2184|Linocin_M18",335,91.34,48.36,52.94504051,"Refseq",91.34,91.34,52288,NA,NA,NA,NA,0.5294504051,52.288
"YP_010844851.1","YP_010844851.1","DUF2184|Linocin_M18",335,91.34,51.34,56.20757609,"Refseq",91.34,91.34,52615,NA,NA,NA,NA,0.5620757609,52.615
"YP_010844387.1","YP_010844387.1","DUF2184|Linocin_M18",335,91.34,51.34,56.20757609,"Refseq",91.34,91.34,53040,NA,NA,NA,NA,0.5620757609,53.04
"YP_009607656.1","YP_009607656.1","Phage_capsid",312,91.35,0,0,"Refseq",91.35,91.35,50332,NA,NA,NA,NA,0,50.332
"YP_010104325.1","YP_010104325.1","GP44|Phage_capsid",315,91.43,0,0,"Refseq",91.43,91.43,52466,NA,NA,NA,NA,0,52.466
"YP_009203075.1","YP_009203075.1","GP44|Phage_capsid",315,91.75,0,0,"Refseq",91.75,91.75,53387,NA,NA,NA,NA,0,53.387
"YP_010109751.1","YP_010109751.1","DUF1799|Phage_cap_P2|PmbA_TldD_3rd",340,91.76,0,0,"Refseq",91.76,91.76,36616,NA,NA,NA,NA,0,36.616
"YP_009638471.1","YP_009638471.1","GP44|Phage_capsid",316,91.77,0,0,"Refseq",91.77,91.77,52494,NA,NA,NA,NA,0,52.494
"YP_009638278.1","YP_009638278.1","GP44|Phage_capsid",316,91.77,0,0,"Refseq",91.77,91.77,49228,NA,NA,NA,NA,0,49.228
"YP_009204103.1","YP_009204103.1","GP44|Phage_capsid",316,91.77,0,0,"Refseq",91.77,91.77,52392,NA,NA,NA,NA,0,52.392
"YP_007005149.1","YP_007005149.1","Gp23|Hepar_II_III",414,91.79,0,0,"Refseq",91.79,91.79,182833,NA,NA,NA,NA,0,182.833
"YP_010061970.1","YP_010061970.1","GP44|Phage_capsid",319,91.85,0,0,"Refseq",91.85,91.85,53254,NA,NA,NA,NA,0,53.254
"YP_009607574.1","YP_009607574.1","GP44|Phage_capsid",319,91.85,0,0,"Refseq",91.85,91.85,53278,NA,NA,NA,NA,0,53.278
"YP_008051867.1","YP_008051867.1","GP44|Phage_capsid",319,91.85,0,0,"Refseq",91.85,91.85,52617,NA,NA,NA,NA,0,52.617
"YP_950590.1","YP_950590.1","Phage_capsid",297,91.92,0,0,"Refseq",91.92,91.92,36019,NA,NA,NA,NA,0,36.019
"YP_010060893.1","YP_010060893.1","Phage_capsid",310,91.94,0,0,"Refseq",91.94,91.94,51052,NA,NA,NA,NA,0,51.052
"YP_010060808.1","YP_010060808.1","Phage_capsid",310,91.94,0,0,"Refseq",91.94,91.94,51182,NA,NA,NA,NA,0,51.182
"YP_009638100.1","YP_009638100.1","Phage_capsid",310,91.94,0,0,"Refseq",91.94,91.94,50965,NA,NA,NA,NA,0,50.965
"YP_009635774.1","YP_009635774.1","Phage_capsid",310,91.94,0,0,"Refseq",91.94,91.94,51578,NA,NA,NA,NA,0,51.578
"YP_010060976.1","YP_010060976.1","Phage_capsid",310,91.94,0,0,"Refseq",91.94,91.94,47409,NA,NA,NA,NA,0,47.409
"YP_009214284.1","YP_009214284.1","Phage_capsid",310,91.94,0,0,"Refseq",91.94,91.94,51543,NA,NA,NA,NA,0,51.543
"YP_009208898.1","YP_009208898.1","Phage_capsid",310,91.94,0,0,"Refseq",91.94,91.94,49717,NA,NA,NA,NA,0,49.717
"YP_008859038.1","YP_008859038.1","Phage_capsid",310,91.94,0,0,"Refseq",91.94,91.94,51319,NA,NA,NA,NA,0,51.319
