id,protein_id,hits_to,query_protein_length,percentage_phage_coat,percentage_encapsulin,enc_perc_fraction,group,clan_phagecoat_percentage,clan_phagecoat_percentage_adjusted
YP_009018800.1,YP_009018800.1,Bdbt-like_TPR|GP44|Phage_capsid,310,90.97,0,0,Refseq,90.97,90.97
YP_003358718.1,YP_003358718.1,GP44|Phage_capsid,310,90.97,0,0,Refseq,90.97,90.97
YP_010063269.1,YP_010063269.1,GP44|Phage_capsid,310,90.97,0,0,Refseq,90.97,90.97
YP_010063006.1,YP_010063006.1,GP44|Phage_capsid,310,90.97,0,0,Refseq,90.97,90.97
YP_010062745.1,YP_010062745.1,Bdbt-like_TPR|GP44|Phage_capsid,310,90.97,0,0,Refseq,90.97,90.97
YP_010062488.1,YP_010062488.1,Bdbt-like_TPR|GP44|Phage_capsid,310,90.97,0,0,Refseq,90.97,90.97
YP_010063183.1,YP_010063183.1,DUF4330|GP44|Phage_capsid,310,90.97,0,0,Refseq,90.97,90.97
YP_010062830.1,YP_010062830.1,Bdbt-like_TPR|GP44|Phage_capsid,310,90.97,0,0,Refseq,90.97,90.97
YP_010062580.1,YP_010062580.1,Bdbt-like_TPR|GP44|Phage_capsid,310,90.97,0,0,Refseq,90.97,90.97
YP_009190874.1,YP_009190874.1,Bdbt-like_TPR|GP44|Phage_capsid,310,90.97,0,0,Refseq,90.97,90.97
YP_010062918.1,YP_010062918.1,GP44|Phage_capsid,310,90.97,0,0,Refseq,90.97,90.97
YP_009031875.1,YP_009031875.1,Bdbt-like_TPR|GP44|Phage_capsid,310,90.97,0,0,Refseq,90.97,90.97
YP_009014098.1,YP_009014098.1,GP44|Phage_capsid,310,90.97,0,0,Refseq,90.97,90.97
YP_009007207.1,YP_009007207.1,Bdbt-like_TPR|GP44|Phage_capsid,310,90.97,0,0,Refseq,90.97,90.97
YP_009005854.1,YP_009005854.1,Bdbt-like_TPR|GP44|Phage_capsid,310,90.97,0,0,Refseq,90.97,90.97
YP_009005573.1,YP_009005573.1,Bdbt-like_TPR|GP44|Phage_capsid,310,90.97,0,0,Refseq,90.97,90.97
YP_010844788.1,YP_010844788.1,DUF2184|Linocin_M18,335,91.04,48.06,52.78998243,Refseq,91.04,91.04
YP_009637916.1,YP_009637916.1,Phage_capsid,313,91.05,0,0,Refseq,91.05,91.05
YP_010060725.1,YP_010060725.1,Phage_capsid,313,91.05,0,0,Refseq,91.05,91.05
YP_010060637.1,YP_010060637.1,Phage_capsid,313,91.05,0,0,Refseq,91.05,91.05
YP_009207678.1,YP_009207678.1,Phage_capsid,313,91.05,0,0,Refseq,91.05,91.05
YP_009198785.1,YP_009198785.1,Phage_capsid,313,91.05,0,0,Refseq,91.05,91.05
YP_010109367.1,YP_010109367.1,GP44|Phage_capsid,315,91.11,0,0,Refseq,91.11,91.11
YP_010051547.1,YP_010051547.1,Phage_capsid,308,91.23,0,0,Refseq,91.23,91.23
YP_010742675.1,YP_010742675.1,Phage_capsid,309,91.26,0,0,Refseq,91.26,91.26
YP_010845084.1,YP_010845084.1,DUF2184|Linocin_M18,335,91.34,52.54,57.52134881,Refseq,91.34,91.34
YP_010845001.1,YP_010845001.1,DUF2184|Linocin_M18,335,91.34,52.24,57.19290563,Refseq,91.34,91.34
YP_010844887.1,YP_010844887.1,DUF2184|Linocin_M18,335,91.34,48.36,52.94504051,Refseq,91.34,91.34
YP_010844851.1,YP_010844851.1,DUF2184|Linocin_M18,335,91.34,51.34,56.20757609,Refseq,91.34,91.34
YP_010844387.1,YP_010844387.1,DUF2184|Linocin_M18,335,91.34,51.34,56.20757609,Refseq,91.34,91.34
YP_009607656.1,YP_009607656.1,Phage_capsid,312,91.35,0,0,Refseq,91.35,91.35
YP_010104325.1,YP_010104325.1,GP44|Phage_capsid,315,91.43,0,0,Refseq,91.43,91.43
YP_009203075.1,YP_009203075.1,GP44|Phage_capsid,315,91.75,0,0,Refseq,91.75,91.75
YP_010109751.1,YP_010109751.1,DUF1799|Phage_cap_P2|PmbA_TldD_3rd,340,91.76,0,0,Refseq,91.76,91.76
YP_009638471.1,YP_009638471.1,GP44|Phage_capsid,316,91.77,0,0,Refseq,91.77,91.77
YP_009638278.1,YP_009638278.1,GP44|Phage_capsid,316,91.77,0,0,Refseq,91.77,91.77
YP_009204103.1,YP_009204103.1,GP44|Phage_capsid,316,91.77,0,0,Refseq,91.77,91.77
YP_007005149.1,YP_007005149.1,Gp23|Hepar_II_III,414,91.79,0,0,Refseq,91.79,91.79
YP_010061970.1,YP_010061970.1,GP44|Phage_capsid,319,91.85,0,0,Refseq,91.85,91.85
YP_009607574.1,YP_009607574.1,GP44|Phage_capsid,319,91.85,0,0,Refseq,91.85,91.85
YP_008051867.1,YP_008051867.1,GP44|Phage_capsid,319,91.85,0,0,Refseq,91.85,91.85
YP_950590.1,YP_950590.1,Phage_capsid,297,91.92,0,0,Refseq,91.92,91.92
YP_010060893.1,YP_010060893.1,Phage_capsid,310,91.94,0,0,Refseq,91.94,91.94
YP_010060808.1,YP_010060808.1,Phage_capsid,310,91.94,0,0,Refseq,91.94,91.94
YP_009638100.1,YP_009638100.1,Phage_capsid,310,91.94,0,0,Refseq,91.94,91.94
YP_009635774.1,YP_009635774.1,Phage_capsid,310,91.94,0,0,Refseq,91.94,91.94
YP_010060976.1,YP_010060976.1,Phage_capsid,310,91.94,0,0,Refseq,91.94,91.94
YP_009214284.1,YP_009214284.1,Phage_capsid,310,91.94,0,0,Refseq,91.94,91.94
YP_009208898.1,YP_009208898.1,Phage_capsid,310,91.94,0,0,Refseq,91.94,91.94
YP_008859038.1,YP_008859038.1,Phage_capsid,310,91.94,0,0,Refseq,91.94,91.94
YP_008430671.1,YP_008430671.1,Phage_capsid,310,91.94,0,0,Refseq,91.94,91.94
YP_009637640.1,YP_009637640.1,GP44|Phage_capsid,324,91.98,0,0,Refseq,91.98,91.98
YP_010060551.1,YP_010060551.1,GP44|Phage_capsid,324,91.98,0,0,Refseq,91.98,91.98
YP_010060147.1,YP_010060147.1,GP44|Phage_capsid,324,91.98,0,0,Refseq,91.98,91.98
YP_010060459.1,YP_010060459.1,GP44|Phage_capsid,324,91.98,0,0,Refseq,91.98,91.98
YP_009204198.1,YP_009204198.1,Phage_capsid,300,92,0,0,Refseq,92,92
YP_008857949.1,YP_008857949.1,Phage_capsid,309,92.23,0,0,Refseq,92.23,92.23
YP_010060376.1,YP_010060376.1,GP44|Phage_capsid,323,92.26,0,0,Refseq,92.26,92.26
YP_009032500.1,YP_009032500.1,GP44|Phage_capsid,323,92.26,0,0,Refseq,92.26,92.26
YP_009210454.1,YP_009210454.1,DAPDH_C|DUF2368|Phage_capsid|baeRF_family7,299,92.31,0,0,Refseq,92.31,92.31
NP_463467.1,NP_463467.1,DUF2368|Phage_capsid,299,92.31,0,0,Refseq,92.31,92.31
YP_010062140.1,YP_010062140.1,GP44|Phage_capsid,317,92.43,0,0,Refseq,92.43,92.43
YP_008766839.1,YP_008766839.1,Phage_cap_P2,336,92.56,0,0,Refseq,92.56,92.56
YP_010754403.1,YP_010754403.1,P22_CoatProtein|Phage_capsid_2,296,92.57,0,0,Refseq,92.57,92.57
YP_010051352.1,YP_010051352.1,Flagellin_C|Phage_Capsid_P3|Phage_capsid,311,92.6,0,0,Refseq,92.6,92.6
YP_010051292.1,YP_010051292.1,Flagellin_C|Phage_Capsid_P3|Phage_capsid,311,92.6,0,0,Refseq,92.6,92.6
YP_009290209.1,YP_009290209.1,Flagellin_C|Phage_Capsid_P3|Phage_capsid,311,92.6,0,0,Refseq,92.6,92.6
YP_010079870.1,YP_010079870.1,Phage_capsid,304,92.76,0,0,Refseq,92.76,92.76
YP_009204414.1,YP_009204414.1,Phage_capsid,304,92.76,0,0,Refseq,92.76,92.76
YP_001004375.1,YP_001004375.1,Phage_capsid,304,92.76,0,0,Refseq,92.76,92.76
YP_240234.1,YP_240234.1,Phage_capsid,304,92.76,0,0,Refseq,92.76,92.76
YP_010080047.1,YP_010080047.1,Phage_capsid,304,92.76,0,0,Refseq,92.76,92.76
YP_009209263.1,YP_009209263.1,Phage_capsid,304,92.76,0,0,Refseq,92.76,92.76
YP_009792318.1,YP_009792318.1,Phage_cap_P2,340,92.06,0,0,Fringe,92.06,92.06
YP_009204069.1,YP_009204069.1,Phage_capsid,304,92.76,0,0,Refseq,92.76,92.76
YP_009188720.1,YP_009188720.1,Phage_capsid,304,92.76,0,0,Refseq,92.76,92.76
YP_009045036.1,YP_009045036.1,Phage_capsid,304,92.76,0,0,Refseq,92.76,92.76
YP_008059862.1,YP_008059862.1,Phage_capsid,304,92.76,0,0,Refseq,92.76,92.76
YP_010755749.1,YP_010755749.1,P22_CoatProtein|Sororin,305,92.79,0,0,Refseq,92.79,92.79
YP_009189665.1,YP_009189665.1,GP44|Phage_capsid,306,92.81,0,0,Refseq,92.81,92.81
YP_005087131.1,YP_005087131.1,GP44|Phage_capsid,306,92.81,0,0,Refseq,92.81,92.81
YP_010842478.1,YP_010842478.1,Phage_capsid,311,92.93,0,0,Refseq,92.93,92.93
YP_004306407.1,YP_004306407.1,Phage_cap_P2,341,92.96,0,0,Refseq,92.96,92.96
YP_010765499.1,YP_010765499.1,Phage_cap_E,344,93.02,0,0,Refseq,93.02,93.02
YP_010765302.1,YP_010765302.1,Phage_cap_E,344,93.02,0,0,Refseq,93.02,93.02
YP_010765114.1,YP_010765114.1,Phage_cap_E,344,93.02,0,0,Refseq,93.02,93.02
YP_010764792.1,YP_010764792.1,Phage_cap_E,344,93.02,0,0,Refseq,93.02,93.02
YP_010764604.1,YP_010764604.1,Phage_cap_E,344,93.02,0,0,Refseq,93.02,93.02
YP_010764252.1,YP_010764252.1,Phage_cap_E,344,93.02,0,0,Refseq,93.02,93.02
YP_010764039.1,YP_010764039.1,Phage_cap_E,344,93.02,0,0,Refseq,93.02,93.02
YP_010763046.1,YP_010763046.1,Phage_cap_E,344,93.02,0,0,Refseq,93.02,93.02
YP_010762947.1,YP_010762947.1,Phage_cap_E,344,93.02,0,0,Refseq,93.02,93.02
YP_010762728.1,YP_010762728.1,Phage_cap_E,344,93.02,0,0,Refseq,93.02,93.02
YP_010762002.1,YP_010762002.1,Phage_cap_E,344,93.02,0,0,Refseq,93.02,93.02
YP_010761654.1,YP_010761654.1,Phage_cap_E,344,93.02,0,0,Refseq,93.02,93.02
YP_009855690.1,YP_009855690.1,Actin|Phage_cap_E,361,93.07,0,0,Refseq,93.07,93.07
YP_009885059.1,YP_009885059.1,DUF1799|DUF4106|Phage_cap_P2,334,93.11,0,0,Refseq,93.11,93.11
NP_046760.1,NP_046760.1,Phage_cap_P2,357,93.28,0,0,Refseq,93.28,93.28
YP_010107817.1,YP_010107817.1,Phage_cap_P2,357,93.28,0,0,Refseq,93.28,93.28
YP_010107773.1,YP_010107773.1,Phage_cap_P2,357,93.28,0,0,Refseq,93.28,93.28
YP_010107737.1,YP_010107737.1,Phage_cap_P2,357,93.28,0,0,Refseq,93.28,93.28
YP_009591432.1,YP_009591432.1,Phage_cap_P2,357,93.28,0,0,Refseq,93.28,93.28
NP_878202.1,NP_878202.1,Phage_cap_P2,357,93.28,0,0,Refseq,93.28,93.28
NP_839853.1,NP_839853.1,Phage_cap_P2,357,93.28,0,0,Refseq,93.28,93.28
YP_009883376.1,YP_009883376.1,Phage_cap_P2,357,93.28,0,0,Refseq,93.28,93.28
YP_009207647.1,YP_009207647.1,Phage_cap_P2,357,93.28,0,0,Refseq,93.28,93.28
YP_008766922.1,YP_008766922.1,Phage_cap_P2,357,93.28,0,0,Refseq,93.28,93.28
YP_009820537.1,YP_009820537.1,Phage_cap_E,347,93.37,0,0,Refseq,93.37,93.37
YP_010677510.1,YP_010677510.1,Phage_capsid,303,93.4,0,0,Refseq,93.4,93.4
YP_009882713.1,YP_009882713.1,Phage_cap_P2,354,93.5,0,0,Refseq,93.5,93.5
YP_010060224.1,YP_010060224.1,GP44|Phage_capsid,300,93.67,0,0,Refseq,93.67,93.67
YP_009838157.1,YP_009838157.1,GP44|Phage_capsid,300,93.67,0,0,Refseq,93.67,93.67
YP_009834052.1,YP_009834052.1,GP44|Phage_capsid,300,93.67,0,0,Refseq,93.67,93.67
YP_009217859.1,YP_009217859.1,PTPS|Phage_cap_P2,355,93.8,0,0,Fringe,93.8,93.8
YP_009965299.1,YP_009965299.1,Phage_cap_P2,350,93.71,0,0,Refseq,93.71,93.71
YP_009949333.1,YP_009949333.1,Phage_cap_P2,350,93.71,0,0,Refseq,93.71,93.71
YP_009949265.1,YP_009949265.1,Phage_cap_P2,350,93.71,0,0,Refseq,93.71,93.71
YP_009113069.1,YP_009113069.1,Phage_cap_P2,350,93.71,0,0,Refseq,93.71,93.71
YP_007003511.1,YP_007003511.1,Phage_cap_P2,353,93.77,0,0,Refseq,93.77,93.77
YP_009785148.1,YP_009785148.1,Phage_cap_P2,354,93.79,0,0,Refseq,93.79,93.79
YP_009883293.1,YP_009883293.1,PTPS|Phage_cap_P2,355,93.8,0,0,Refseq,93.8,93.8
NP_958060.1,NP_958060.1,PTPS|Phage_cap_P2,355,93.8,0,0,Refseq,93.8,93.8
NP_052253.1,NP_052253.1,PTPS|Phage_cap_P2,355,93.8,0,0,Refseq,93.8,93.8
YP_009211913.1,YP_009211913.1,Phage_cap_P2,357,93.28,0,0,Fringe,93.28,93.28
YP_009790834.1,YP_009790834.1,PTPS|Phage_cap_P2,355,93.8,0,0,Refseq,93.8,93.8
YP_010109776.1,YP_010109776.1,Phage_cap_P2,339,93.81,0,0,Refseq,93.81,93.81
YP_009785099.1,YP_009785099.1,LINES_N|Phage_cap_P2,339,93.81,0,0,Refseq,93.81,93.81
YP_010774518.1,YP_010774518.1,Gp13-like,340,93.82,0,0,Refseq,93.82,93.82
YP_010842413.1,YP_010842413.1,Phage_capsid,308,93.83,0,0,Refseq,93.83,93.83
YP_009949215.1,YP_009949215.1,Phage_cap_P2,352,94.03,0,0,Refseq,94.03,94.03
YP_009882615.1,YP_009882615.1,Phage_cap_P2,352,94.03,0,0,Refseq,94.03,94.03
YP_009789838.1,YP_009789838.1,Phage_cap_P2,352,94.03,0,0,Refseq,94.03,94.03
YP_009787996.1,YP_009787996.1,Phage_cap_P2,335,94.03,0,0,Refseq,94.03,94.03
YP_010754974.1,YP_010754974.1,Phage_capsid,321,94.08,0,0,Refseq,94.08,94.08
YP_006906637.1,YP_006906637.1,GP7|RPM2|SrpI-like,291,94.16,68.38,72.62107052,Refseq,94.16,94.16
YP_008060494.1,YP_008060494.1,Phage_cap_P2,345,94.2,0,0,Refseq,94.2,94.2
YP_009006573.1,YP_009006573.1,Phage_cap_E,346,94.22,0,0,Refseq,94.22,94.22
YP_010773083.1,YP_010773083.1,Gp13-like,320,94.38,0,0,Refseq,94.38,94.38
YP_009103662.1,YP_009103662.1,Phage_cap_E,360,94.44,0,0,Refseq,94.44,94.44
YP_010738728.1,YP_010738728.1,Phage_capsid|PorB|SrpI-like,309,94.5,55.66,58.8994709,Refseq,94.5,94.5
YP_009304774.1,YP_009304774.1,MpsC|Phage_cap_E,364,94.51,0,0,Refseq,94.51,94.51
YP_009846672.1,YP_009846672.1,Phage_cap_E,329,94.53,0,0,Refseq,94.53,94.53
YP_009846435.1,YP_009846435.1,Phage_cap_E,329,94.53,0,0,Refseq,94.53,94.53
YP_009846219.1,YP_009846219.1,Phage_cap_E,329,94.53,0,0,Refseq,94.53,94.53
YP_009595355.1,YP_009595355.1,Phage_cap_E,366,94.54,0,0,Refseq,94.54,94.54
YP_009188974.1,YP_009188974.1,Phage_cap_E,332,94.58,0,0,Refseq,94.58,94.58
YP_009042243.1,YP_009042243.1,Phage_cap_E,332,94.58,0,0,Refseq,94.58,94.58
YP_009014968.1,YP_009014968.1,Phage_cap_E,332,94.58,0,0,Refseq,94.58,94.58
YP_006383021.1,YP_006383021.1,Phage_cap_E,332,94.58,0,0,Refseq,94.58,94.58
YP_009882567.1,YP_009882567.1,Phage_cap_P2,352,94.6,0,0,Refseq,94.6,94.6
YP_009600258.1,YP_009600258.1,Phage_cap_E,358,94.69,0,0,Refseq,94.69,94.69
YP_009276438.1,YP_009276438.1,Phage_cap_P2,340,94.71,0,0,Refseq,94.71,94.71
YP_009879865.1,YP_009879865.1,DUF3991|Phage_cap_P2,349,94.84,0,0,Refseq,94.84,94.84
YP_009789802.1,YP_009789802.1,DUF3991|Phage_cap_P2,349,94.84,0,0,Refseq,94.84,94.84
YP_009600057.1,YP_009600057.1,Phage_cap_E,330,94.85,0,0,Refseq,94.85,94.85
YP_009211042.1,YP_009211042.1,DUF6819|Phage_cap_E,369,94.85,0,0,Refseq,94.85,94.85
YP_009199397.1,YP_009199397.1,DUF6819|Phage_cap_E,369,94.85,0,0,Refseq,94.85,94.85
YP_009882460.1,YP_009882460.1,Phage_cap_P2,350,94.86,0,0,Refseq,94.86,94.86
YP_009984906.1,YP_009984906.1,Phage_cap_E,333,94.89,0,0,Refseq,94.89,94.89
YP_009984721.1,YP_009984721.1,Phage_cap_E,333,94.89,0,0,Refseq,94.89,94.89
YP_009984484.1,YP_009984484.1,Phage_cap_E,333,94.89,0,0,Refseq,94.89,94.89
YP_009786604.1,YP_009786604.1,Phage_cap_E,333,94.89,0,0,Refseq,94.89,94.89
YP_009948780.1,YP_009948780.1,Phage_cap_P2|PmbA_TldD_3rd,333,94.89,0,0,Refseq,94.89,94.89
YP_010755482.1,YP_010755482.1,Phage_capsid,302,95.03,0,0,Refseq,95.03,95.03
YP_009281191.1,YP_009281191.1,Phage_cap_E,342,95.03,0,0,Refseq,95.03,95.03
YP_009276148.1,YP_009276148.1,Phage_cap_E,342,95.03,0,0,Refseq,95.03,95.03
YP_009273070.1,YP_009273070.1,Phage_cap_E,342,95.03,0,0,Refseq,95.03,95.03
YP_009269149.1,YP_009269149.1,Phage_cap_E,342,95.03,0,0,Refseq,95.03,95.03
YP_008126105.1,YP_008126105.1,GP44|M20_dimer|Phage_capsid,242,95.04,0,0,Refseq,95.04,95.04
YP_010676157.1,YP_010676157.1,Phage_cap_E,368,95.11,0,0,Refseq,95.11,95.11
YP_009621711.1,YP_009621711.1,Phage_cap_E,368,95.11,0,0,Refseq,95.11,95.11
YP_009621582.1,YP_009621582.1,Phage_cap_E,368,95.11,0,0,Refseq,95.11,95.11
YP_009324609.1,YP_009324609.1,Phage_cap_E,368,95.11,0,0,Refseq,95.11,95.11
YP_009606790.1,YP_009606790.1,Phage_cap_E,368,95.11,0,0,Refseq,95.11,95.11
YP_009600443.1,YP_009600443.1,Phage_cap_E,368,95.11,0,0,Refseq,95.11,95.11
YP_009219540.1,YP_009219540.1,Phage_cap_E,368,95.11,0,0,Refseq,95.11,95.11
YP_009218818.1,YP_009218818.1,7TMR-HDED|KaiA|Phage_cap_P2,348,95.11,0,0,Refseq,95.11,95.11
YP_009204961.1,YP_009204961.1,Phage_cap_E,368,95.11,0,0,Refseq,95.11,95.11
YP_009191747.1,YP_009191747.1,7TMR-HDED|KaiA|Phage_cap_P2,348,95.11,0,0,Refseq,95.11,95.11
YP_009147325.1,YP_009147325.1,Phage_cap_E,368,95.11,0,0,Refseq,95.11,95.11
YP_009146303.1,YP_009146303.1,Phage_cap_E,368,95.11,0,0,Refseq,95.11,95.11
YP_002922847.1,YP_002922847.1,Phage_cap_E,368,95.11,0,0,Refseq,95.11,95.11
NP_944891.1,NP_944891.1,Phage_cap_E,368,95.11,0,0,Refseq,95.11,95.11
YP_009200798.1,YP_009200798.1,Phage_cap_E,367,95.37,0,0,Refseq,95.37,95.37
YP_009150189.1,YP_009150189.1,Phage_cap_E,367,95.37,0,0,Refseq,95.37,95.37
YP_009151278.1,YP_009151278.1,Phage_cap_E,367,95.37,0,0,Refseq,95.37,95.37
YP_009606690.1,YP_009606690.1,Phage_cap_E,368,95.38,0,0,Refseq,95.38,95.38
YP_004327026.1,YP_004327026.1,Phage_cap_E,368,95.38,0,0,Refseq,95.38,95.38
YP_010742972.1,YP_010742972.1,ACT_8|Gp13-like,330,95.45,0,0,Refseq,95.45,95.45
YP_009146775.1,YP_009146775.1,Phage_cap_E,356,95.51,0,0,Refseq,95.51,95.51
YP_010656098.1,YP_010656098.1,Phage_cap_E,346,95.66,0,0,Refseq,95.66,95.66
NP_862879.1,NP_862879.1,Phage_capsid,300,95.67,0,0,Refseq,95.67,95.67
YP_009963822.1,YP_009963822.1,Phage_capsid,311,95.82,0,0,Refseq,95.82,95.82
YP_009613911.1,YP_009613911.1,Phage_capsid,311,95.82,0,0,Refseq,95.82,95.82
YP_009013102.1,YP_009013102.1,Phage_capsid,311,95.82,0,0,Refseq,95.82,95.82
NP_817980.1,NP_817980.1,Phage_capsid,311,95.82,0,0,Refseq,95.82,95.82
YP_009963705.1,YP_009963705.1,Phage_capsid,311,95.82,0,0,Refseq,95.82,95.82
YP_009963925.1,YP_009963925.1,Phage_capsid,311,95.82,0,0,Refseq,95.82,95.82
YP_008410679.1,YP_008410679.1,Phage_capsid,311,95.82,0,0,Refseq,95.82,95.82
YP_009819052.1,YP_009819052.1,Phage_capsid,312,95.83,0,0,Refseq,95.83,95.83
YP_009818623.1,YP_009818623.1,Phage_capsid,312,95.83,0,0,Refseq,95.83,95.83
YP_009814120.1,YP_009814120.1,Phage_capsid,312,95.83,0,0,Refseq,95.83,95.83
YP_009808348.1,YP_009808348.1,Phage_capsid,312,95.83,0,0,Refseq,95.83,95.83
YP_009808245.1,YP_009808245.1,Phage_capsid,312,95.83,0,0,Refseq,95.83,95.83
YP_009795485.1,YP_009795485.1,Phage_capsid,312,95.83,0,0,Refseq,95.83,95.83
YP_009854353.1,YP_009854353.1,Phage_cap_E,337,95.85,0,0,Refseq,95.85,95.85
YP_009148813.1,YP_009148813.1,Phage_cap_E,337,95.85,0,0,Refseq,95.85,95.85
YP_009111277.1,YP_009111277.1,Phage_cap_E,337,95.85,0,0,Refseq,95.85,95.85
YP_008857285.1,YP_008857285.1,Phage_cap_E|RecA_C|Strep_his_triad,337,95.85,0,0,Refseq,95.85,95.85
YP_006987037.1,YP_006987037.1,Phage_cap_E|RecA_C|Strep_his_triad,337,95.85,0,0,Refseq,95.85,95.85
YP_004893877.1,YP_004893877.1,Phage_cap_E,337,95.85,0,0,Refseq,95.85,95.85
YP_009880093.1,YP_009880093.1,Phage_cap_P2,338,95.86,0,0,Refseq,95.86,95.86
YP_009067086.1,YP_009067086.1,DUF2732|Phage_cap_P2,338,95.86,0,0,Refseq,95.86,95.86
YP_001165257.1,YP_001165257.1,Phage_cap_P2,339,95.87,0,0,Refseq,95.87,95.87
YP_009288239.1,YP_009288239.1,Phage_cap_E,369,95.93,0,0,Refseq,95.93,95.93
YP_009283230.1,YP_009283230.1,Peptidase_M35|Phage_capsid,298,95.97,0,0,Refseq,95.97,95.97
YP_009279712.1,YP_009279712.1,Peptidase_M35|Phage_capsid,298,95.97,0,0,Refseq,95.97,95.97
NP_996706.1,NP_996706.1,Peptidase_M35|Phage_capsid,298,95.97,0,0,Refseq,95.97,95.97
NP_695059.1,NP_695059.1,Peptidase_M35|Phage_capsid,298,95.97,0,0,Refseq,95.97,95.97
YP_010655619.1,YP_010655619.1,Phage_capsid,308,96.1,0,0,Refseq,96.1,96.1
YP_010655502.1,YP_010655502.1,Phage_capsid,308,96.1,0,0,Refseq,96.1,96.1
NP_536823.1,NP_536823.1,Phage_cap_P2|zf-UBP_var,336,96.13,0,0,Refseq,96.13,96.13
YP_004306877.1,YP_004306877.1,Phage_cap_P2,338,96.15,0,0,Refseq,96.15,96.15
YP_655472.1,YP_655472.1,Phage_cap_P2,342,96.2,0,0,Refseq,96.2,96.2
YP_009784989.1,YP_009784989.1,Phage_cap_P2,342,96.2,0,0,Refseq,96.2,96.2
YP_009207757.1,YP_009207757.1,Phage_cap_P2,342,96.2,0,0,Refseq,96.2,96.2
YP_010582786.1,YP_010582786.1,DUF5037|Gp13-like,322,96.27,0,0,Refseq,96.27,96.27
YP_010582746.1,YP_010582746.1,DUF5037|Gp13-like,322,96.27,0,0,Refseq,96.27,96.27
YP_010738157.1,YP_010738157.1,Gp13-like,323,96.28,0,0,Refseq,96.28,96.28
YP_010091030.1,YP_010091030.1,Phage_cap_P2,336,96.43,0,0,Refseq,96.43,96.43
YP_007006230.1,YP_007006230.1,Phage_cap_E,336,96.43,0,0,Refseq,96.43,96.43
YP_010114044.1,YP_010114044.1,Phage_cap_P2,337,96.44,0,0,Refseq,96.44,96.44
YP_009859117.1,YP_009859117.1,Phage_cap_E,337,96.44,0,0,Refseq,96.44,96.44
YP_001111033.1,YP_001111033.1,Phage_cap_P2,337,96.44,0,0,Refseq,96.44,96.44
YP_001111152.1,YP_001111152.1,Phage_cap_P2,337,96.44,0,0,Refseq,96.44,96.44
YP_293748.1,YP_293748.1,Phage_cap_P2,337,96.44,0,0,Refseq,96.44,96.44
YP_009842409.1,YP_009842409.1,Phage_cap_E,337,96.44,0,0,Refseq,96.44,96.44
YP_009835848.1,YP_009835848.1,AAA_assoc_C|Phage_cap_E,337,96.44,0,0,Refseq,96.44,96.44
YP_009832554.1,YP_009832554.1,Phage_cap_E,337,96.44,0,0,Refseq,96.44,96.44
YP_009187684.1,YP_009187684.1,Phage_cap_E,337,96.44,0,0,Refseq,96.44,96.44
YP_009008364.1,YP_009008364.1,CBP_BcsQ|Phage_cap_P2,337,96.44,0,0,Refseq,96.44,96.44
YP_004306451.1,YP_004306451.1,Phage_cap_P2,337,96.44,0,0,Refseq,96.44,96.44
YP_010648482.1,YP_010648482.1,Gp13-like|T7SS_ESX_EspC,320,96.56,0,0,Refseq,96.56,96.56
YP_009177505.1,YP_009177505.1,Phage_cap_E,335,96.72,0,0,Refseq,96.72,96.72
YP_009030968.1,YP_009030968.1,Phage_cap_E,335,96.72,0,0,Refseq,96.72,96.72
YP_009816607.1,YP_009816607.1,Phage_cap_P2,338,96.75,0,0,Refseq,96.75,96.75
YP_009882533.1,YP_009882533.1,Phage_cap_P2,344,96.8,0,0,Refseq,96.8,96.8
YP_010773866.1,YP_010773866.1,Mu-like_gpT,298,96.98,0,0,Refseq,96.98,96.98
YP_010660254.1,YP_010660254.1,Gp13-like,337,97.33,0,0,Refseq,97.33,97.33
YP_009955313.1,YP_009955313.1,P22_CoatProtein|Phage_capsid_2,273,97.44,0,0,Refseq,97.44,97.44
NP_817344.1,NP_817344.1,HbpS-like|P22_CoatProtein|Phage_capsid_2,273,97.44,0,0,Refseq,97.44,97.44
YP_010105194.1,YP_010105194.1,HbpS-like|P22_CoatProtein|Phage_capsid_2,273,97.44,0,0,Refseq,97.44,97.44
YP_009963096.1,YP_009963096.1,HbpS-like|P22_CoatProtein|Phage_capsid_2,273,97.44,0,0,Refseq,97.44,97.44
YP_009961937.1,YP_009961937.1,HbpS-like|P22_CoatProtein|Phage_capsid_2,273,97.44,0,0,Refseq,97.44,97.44
YP_009960382.1,YP_009960382.1,HbpS-like|P22_CoatProtein|Phage_capsid_2,273,97.44,0,0,Refseq,97.44,97.44
YP_009960072.1,YP_009960072.1,HbpS-like|P22_CoatProtein|Phage_capsid_2,273,97.44,0,0,Refseq,97.44,97.44
YP_009959879.1,YP_009959879.1,HbpS-like|P22_CoatProtein|Phage_capsid_2,273,97.44,0,0,Refseq,97.44,97.44
YP_009959777.1,YP_009959777.1,HbpS-like|P22_CoatProtein|Phage_capsid_2,273,97.44,0,0,Refseq,97.44,97.44
YP_009958141.1,YP_009958141.1,P22_CoatProtein|Phage_capsid_2,273,97.44,0,0,Refseq,97.44,97.44
YP_009957518.1,YP_009957518.1,P22_CoatProtein|Phage_capsid_2,273,97.44,0,0,Refseq,97.44,97.44
YP_009957100.1,YP_009957100.1,HbpS-like|P22_CoatProtein|Phage_capsid_2,273,97.44,0,0,Refseq,97.44,97.44
